cid,sim_content,sim_comment,word_count,duplicate_word_ratio,no_of_sentences,length_of_comment,num_of_punctuations,is_period_sequence,post_coment_gap,black_word_count,is_link,is_youtube_link,is_number,comment_duplication,is_spam 
UgzLtRzPXwPCPuuz_9V4AaABAg,0.1187829428376791,0.21163100578848426,4,0.0,1,31,0,0,20435297.0,0.5,0,0,0,0,1
UgyVGI56dK81gIt0LHZ4AaABAg,0.2841101435323424,0.2884684274666509,5,0.0,1,30,0,0,19664271.0,0.0,0,0,0,0,0
Ugy_M1JykbCXNevIYkZ4AaABAg,0.050585887532151104,0.046536108232699804,6,0.0,1,35,0,0,17885130.0,0.0,0,0,0,0,0
UgxMDy1xBt999QBUbAJ4AaABAg,0.12064272213158343,0.12197730186454368,3,0.0,1,12,1,0,15983962.0,0.0,0,0,0,0,0
UgyY7aP_Z__JbJx9U2J4AaABAg,0.3731846656957935,0.4472106708691163,35,0.11428571428571432,5,188,1,1,14638258.0,0.08571428571428572,0,0,0,0,0
Ugw-0g4iDGY560eNpkR4AaABAg,0.2403435767211506,0.2707001921554766,7,0.0,1,46,0,0,13529027.0,0.0,0,0,0,0,0
Ugyvw6GsyEPNrY_tqZN4AaABAg,0.010379176319171552,0.01866870721278379,3,0.0,2,12,8,1,11998795.0,0.0,0,0,0,0,0
UgxkenXtcd_S1qqsqIB4AaABAg,0.09267110444482324,0.1895716494505275,5,0.0,1,31,0,0,11905921.0,0.2,0,0,0,0.0,1
UgwZGXVSJaaKT0sSmD54AaABAg,0.07423483214623351,0.2309281800122255,3,0.0,1,13,0,0,11905836.0,0.0,0,0,0,0.0,0
Ugz-KnnXuPd0qvRnTjR4AaABAg,0.042825241485084695,0.0868757106207943,5,0.0,1,21,0,0,8075906.0,0.0,0,0,0,0,0
UgxKM3PCRjeUjMllKEJ4AaABAg,0.05161794164946009,0.1741866183229626,3,0.0,1,10,0,0,7484151.0,0.0,0,0,0,0,0
UgxXXu86jG02Oy-nS5F4AaABAg,0.312092344734462,0.3010724475588883,8,0.0,2,48,0,0,7000386.0,0.0,0,0,0,0,0
Ugy1zawpWoIktwP3mL94AaABAg,0.16872696155664962,0.18051973335431146,3,0.0,1,16,1,0,6443808.0,0.0,0,0,0,0,0
Ugwq0JGIxn3i2TKirhp4AaABAg,0.15498324039859138,0.1951750957400217,6,0.0,1,29,0,0,4320003.0,0.0,0,0,0,0,0
Ugy63Rk_VoMh0dI_TDJ4AaABAg,0.08373271946393065,0.17165616072931805,3,0.0,1,12,0,0,3731812.0,0.0,0,0,0,0,0
UgxuMI83c5iAm7Jgi494AaABAg,0.28301816406993613,0.3637257365153642,12,0.0,1,65,0,0,3630436.0,0.16666666666666666,0,0,0,0,0
UgxDM9qxOPFriQ4uZnN4AaABAg,0.16368587800009216,0.2759882321381771,7,0.1428571428571429,1,33,1,0,3605250.0,0.0,0,0,0,0,0
UgxefN55nHs6XyPPA1d4AaABAg,0.21512962234760927,0.22329313681791838,18,0.11111111111111116,1,86,1,0,3581057.0,0.05555555555555555,0,0,0,0,0
Ugyps7x6Fpd-SzgT8bJ4AaABAg,0.17970633211911435,0.25493001530111065,10,0.0,1,51,0,0,3489276.0,0.2,0,0,0,0,0
UgycJAAH4hRD6uqlt_V4AaABAg,0.4114731875110475,0.41040972177174456,7,0.0,1,47,0,0,2678250.0,0.0,0,0,0,0,0
Ugz_jvFrMQNfHxteALt4AaABAg,0.050904050787014425,0.20884190455423612,3,0.0,1,11,0,0,1635759.0,0.0,0,0,0,0,0
UgwK5dVPnoPUxEfqyQF4AaABAg,0.20724890842951474,0.2852651219749242,5,0.0,1,30,0,0,1457495.0,0.0,0,0,0,0,0
UgzYJsvfErOBiruPDC14AaABAg,0.0683795453627603,0.16698245074574,4,0.0,1,21,0,0,1434104.0,0.0,0,0,0,0,0
UgyKIYkxDHX641Ey-UR4AaABAg,0.049893360611605375,0.13884149146059205,3,0.0,1,16,0,1,1363056.0,0.0,0,0,0,0,0
Ugxi0N4zyf1auhJB5fl4AaABAg,0.22719762819050043,0.23789092481032392,9,0.0,1,44,0,0,1303012.0,0.0,0,0,0,0,0
UgyZ974RAMPGEbE7rb14AaABAg,0.24491997368653065,0.345036167950332,17,0.0,1,98,0,0,1268417.0,0.0,0,0,0,0,0
Ugzh1sZa0_fSHF5IeKh4AaABAg,0.026525162981025904,0.043641518219620146,7,0.0,1,46,1,0,1256608.0,0.0,0,0,0,0,0
UgxeAtAkQ8eq7DxTRyB4AaABAg,0.11427024939281082,0.11720126778327074,5,0.0,1,25,1,0,1252876.0,0.0,0,0,0,0,0
UgznMZMkqJdKmrioH154AaABAg,0.3610936484996263,0.357919599392648,17,0.11764705882352944,1,90,0,0,1220707.0,0.0,0,0,0,0,0
UgxGnVfXcNBJZFilNJt4AaABAg,0.17833069192481313,0.20868737001251278,6,0.0,1,30,1,0,1219917.0,0.0,0,0,0,0,0
UgytC_9NBxopRJxOp7x4AaABAg,0.20305240314124048,0.23199310551051905,3,0.0,1,17,0,0,1202880.0,0.0,0,0,0,0,0
UgzI9S-1ehMdSMjQZs14AaABAg,0.1825006739683555,0.2936069554540772,10,0.0,1,68,0,0,1179743.0,0.0,0,0,0,0,0
Ugyw_cpJ4c7lfl1mVpR4AaABAg,0.022145082617582613,0.14779060836237337,3,0.0,1,14,1,0,1170995.0,0.0,0,0,0,0,0
UgyKKOHWpjC4gbjv_cV4AaABAg,0.30842641369186047,0.3167851336084408,9,0.0,1,52,0,0,1164460.0,0.1111111111111111,0,0,0,0,0
UgxtLM9a1-J1qoBO9AR4AaABAg,0.09600217485116584,0.11262297504989245,6,0.0,1,27,0,0,1128682.0,0.0,0,0,0,0,0
UgwDbsRcnM5oAXytXg94AaABAg,0.29416796280013174,0.24922315743093612,10,0.0,1,53,0,0,1127827.0,0.1,0,0,0,0,0
Ugx61fylG4eDrkgAIl54AaABAg,0.21461169020148171,0.21541804744532853,9,0.0,1,47,0,0,1102488.0,0.0,0,0,0,0,0
UgyoUAHPQ3ZJIgQBb9l4AaABAg,0.18388710675574013,0.24103574600511124,11,0.0,2,52,0,1,1093859.0,0.0,0,0,0,0,0
UgxYadiHyeOzY6OTgm94AaABAg,0.2259748594956461,0.22566899087916614,5,0.0,1,25,0,0,1080934.0,0.0,0,0,0,0,0
Ugx03wnKlZhr6V0TSXd4AaABAg,0.14445299162692887,0.23376504094541753,20,0.050000000000000044,2,114,4,0,1078985.0,0.2,1,1,0,0,1
UgxKFeZC8erl8CtHwbR4AaABAg,0.22077263447312065,0.2350442414098031,5,0.0,1,38,0,0,1057514.0,0.2,0,0,0,0,1
UgxjT_EsVsVvjEW7jCx4AaABAg,0.24198297143019207,0.3409540165476991,8,0.0,1,56,1,0,1050892.0,0.0,0,0,0,0,0
UgybBJNeRSbsFAx0X994AaABAg,0.22046248369242175,0.20732664520620392,7,0.0,1,39,0,0,1048346.0,0.2857142857142857,0,0,0,0,1
Ugw3I5OzMWGoylxhyBZ4AaABAg,0.3792006563847097,0.36089358440363717,26,0.038461538461538436,4,144,0,1,1039233.0,0.0,0,0,0,0,0
UgwL0Ks0kW7-H48txLd4AaABAg,0.07029629172581896,0.1941499118421484,3,0.0,1,16,0,0,1038755.0,0.0,0,0,0,0,0
Ugwx4dHLKqtU2PzENKB4AaABAg,0.27112046262793243,0.2214279279127085,7,0.0,1,42,0,0,1038288.0,0.0,0,0,0,0,0
UgyZ4Ud4ViUdjkF2WCJ4AaABAg,0.22740373504141403,0.25901350675739926,21,0.04761904761904767,2,117,0,0,1038235.0,0.09523809523809523,0,0,0,0,0
UgxbjEFhLxq4co3tFud4AaABAg,0.2051763529716193,0.23844170901987943,11,0.0,2,52,0,1,1034898.0,0.0,0,0,0,0,0
UgxZdxIK5_tPwf498o94AaABAg,0.3691623587690721,0.3464221461754756,12,0.08333333333333337,1,67,0,0,1033463.0,0.3333333333333333,0,0,0,0,0
Ugx7YoWd9H8L9_XnYwF4AaABAg,0.1693698919086993,0.22772742381322889,5,0.0,1,27,0,0,1032144.0,0.0,0,0,0,0,0
Ugw3DRg8IuILl8ARSkV4AaABAg,0.08927389391987155,0.1568045298805977,5,0.0,1,31,0,1,1029714.0,0.0,0,0,0,0,0
UgxGoepXqAaZyJ1AqGZ4AaABAg,0.26894427674839283,0.29177265990421636,23,0.04347826086956519,1,119,2,0,1025487.0,0.17391304347826086,0,0,0,0,0
UgzV8VZm40v-TBxrDgN4AaABAg,0.04328158616794632,0.07498251582491741,5,0.0,1,20,0,1,1024890.0,0.0,0,0,0,0,0
UgwNa8MC7t9ADTiN55N4AaABAg,0.08012885209171533,0.10890275803611327,3,0.0,1,15,0,0,1002185.0,0.3333333333333333,0,0,0,0,1
UgwRKVlY4aGY5UuTUoh4AaABAg,0.3442121300591545,0.27660849416878236,8,0.0,1,51,0,0,999700.0,0.0,0,0,0,0,0
UgxutXPlNtequvymRYV4AaABAg,0.20999633776691418,0.3187896483420439,10,0.09999999999999998,1,56,0,0,959256.0,0.0,0,0,0,0,0
UgzfsGDyc3qJBwd87n14AaABAg,0.21565783208590808,0.2664895971007516,11,0.09090909090909094,1,56,2,1,952561.0,0.0,0,0,0,0,0
Ugw-fIGtJJmSM1iftbl4AaABAg,0.09833835858419901,0.14246029894806622,2,0.0,1,9,2,0,946269.0,0.0,0,0,0,0,0
Ugxtmz3OgpBSBFAU45V4AaABAg,0.2922082564039198,0.2624542122316141,13,0.0,2,78,0,0,919904.0,0.15384615384615385,0,0,0,0,0
UgypOZn1h-y91VbD5ep4AaABAg,0.6105920796565297,0.553918485165399,199,0.29648241206030146,18,1115,19,0,876230.0,0.15577889447236182,1,0,0,0,1
Ugz-YBWBUworSJzY0794AaABAg,0.23410987764352642,0.28210409092407573,6,0.0,1,34,0,0,856282.0,0.0,0,0,0,0,0
UgxVQ-Wp7q5Vfrq9odp4AaABAg,0.21613062162065302,0.2961676960736139,7,0.0,1,42,0,0,849969.0,0.0,0,0,0,0,0
UgyetXCnqJ9sh7wTNMl4AaABAg,0.3801569486222914,0.4703680962383938,27,0.03703703703703709,2,171,0,1,825942.0,0.037037037037037035,0,0,0,0,0
Ugx7xHkP9fr7JQB2FeF4AaABAg,0.07343756303974926,0.10237084912776435,2,0.0,1,6,0,0,789751.0,0.0,0,0,0,0,0
UgxGZk_gcuRhNkz0p354AaABAg,0.296979936051145,0.2840839464593569,10,0.0,1,49,0,0,774149.0,0.0,0,0,0,0,0
UgxqpsFRTrrvhnNQPhV4AaABAg,0.15026113510720132,0.33518763751276354,16,0.0,1,85,0,0,762532.0,0.0625,0,0,0,0,0
UgxxkKRaZ1JhUYLqvxt4AaABAg,0.4531000571713641,0.39959208709323435,32,0.09375,4,180,0,1,752521.0,0.0625,0,0,0,0,0
Ugy3FIdfRUTwAab35vV4AaABAg,0.10204762987669627,0.1613891531634614,4,0.0,1,25,0,0,729324.0,0.0,0,0,0,0,0
UgwKe7fJGLi_BHmm20d4AaABAg,0.1495148416002752,0.16786711211234537,6,0.0,1,32,0,0,698569.0,0.0,0,0,0,0,0
UgwJ6htG49Xg8aDSFdR4AaABAg,0.034735067030174066,0.10785667120719332,3,0.33333333333333337,1,12,0,0,698093.0,0.0,0,0,0,0,0
UgweJFlT1VaoPhqnzGd4AaABAg,0.18056146839685328,0.1847904420459282,5,0.0,1,25,0,0,679263.0,0.0,0,0,0,0,0
Ugw99p68IEE-O6iaZ1p4AaABAg,0.11778918375598645,0.11305132156374105,4,0.0,1,19,0,0,652316.0,0.0,0,0,0,0.0,0
UgyN7CAeBazuWw1wSeB4AaABAg,0.08157321608725192,0.13018663023307547,4,0.0,1,16,0,0,652190.0,0.25,0,0,0,0.0,0
UgyFkKsnHpNwN6O-IrZ4AaABAg,0.2762116601439884,0.2244942420526118,5,0.0,1,24,0,0,643461.0,0.2,0,0,0,0,0
Ugz4bkf46pvm1jjlOEd4AaABAg,0.20035042282013987,0.24540298306093236,9,0.0,1,45,0,0,605293.0,0.0,0,0,0,0,0
Ugwn2a2EzKYGhc0ngYF4AaABAg,0.1957222767599242,0.28023740856174856,6,0.0,1,33,0,0,588342.0,0.0,0,0,0,0,0
UgxPRo0bUERU-6WrbwZ4AaABAg,0.19721395904634995,0.23166061393305296,6,0.0,1,31,0,1,577783.0,0.0,0,0,0,0,0
Ugy_eiwOwXykdE0vvUt4AaABAg,0.09270470178028906,0.24640237300838305,2,0.0,1,14,0,0,569003.0,0.5,0,0,0,0,0
UgycrrFzWBKq1DInSZh4AaABAg,0.10124078176108804,0.07170559430914683,3,0.0,2,15,0,1,502929.0,0.0,0,0,0,0,0
UgwNYPo_Pt9TCmQVPTR4AaABAg,0.14791606762392345,0.2062504449048936,7,0.0,1,41,0,0,497823.0,0.14285714285714285,0,0,0,0,1
UgzxeIhkfNhrwEVIFU14AaABAg,0.18091713518267988,0.1588495809921449,13,0.23076923076923073,1,66,0,0,497751.0,0.0,0,0,0,0,0
Ugwhksy062rO2D81i714AaABAg,0.22032110439885008,0.1581917108152643,4,0.0,1,22,0,0,487916.0,0.0,0,0,0,0,0
Ugw0HbTJXbpjm1NwBUh4AaABAg,0.18265443814196122,0.1531517166298341,7,0.0,1,37,0,0,485848.0,0.0,0,0,0,0,0
UgyH8LXIweYD3byhi9Z4AaABAg,0.0677702504472767,0.18077378800564645,3,0.0,1,14,0,0,481825.0,0.0,0,0,0,0,0
UgwF31VnaSQ6QxPaH0h4AaABAg,0.2652142120091701,0.25025263780018836,7,0.0,1,40,0,0,479832.0,0.0,0,0,0,0,0
UgwUYgl3toBtV_bLzP54AaABAg,0.2131869841486293,0.3216625195200801,13,0.15384615384615385,1,74,0,1,447478.0,0.0,0,0,0,0,0
Ugz5rAf1GwM21SD7h0Z4AaABAg,0.3220374663132398,0.3930636674942627,37,0.1351351351351351,1,197,0,0,446982.0,0.08108108108108109,0,0,0,0,0
Ugxt1RDmkewM8xYsAdt4AaABAg,0.14121425339372795,0.13431231740262614,11,0.0,1,64,5,0,439193.0,0.0,1,1,0,0,1
UgwmhKTHnJdH_2iQvA54AaABAg,0.097355720209638,0.1450913447651535,3,0.0,1,14,0,0,407464.0,0.0,0,0,0,0,0
Ugz4jAm8HDI50NSkrrp4AaABAg,0.2880118156275806,0.2962609146951723,10,0.0,1,56,4,0,389283.0,0.1,0,0,0,0,0
Ugwj7QEvbzgzG6GW7-x4AaABAg,0.31195129745990813,0.2855576315488833,7,0.0,1,43,4,0,384445.0,0.2857142857142857,0,0,0,0,0
Ugw2Ayvrt3rLlLh5F7l4AaABAg,0.2681029270925226,0.2350009789529798,15,0.06666666666666665,1,90,1,0,382511.0,0.0,0,0,0,0,0
Ugw5rX0nu1KHNzQOMtt4AaABAg,0.15757412569369147,0.21359931303867313,16,0.0,1,92,4,0,379511.0,0.0625,1,1,0,0,1
UgwaK7V6xItLGV4Mx4R4AaABAg,0.4454146505137247,0.4157350441081052,27,0.0,1,168,1,0,361877.0,0.0,0,0,0,0,0
UgwD9nc2MeomXN8bNyN4AaABAg,0.11912501018448735,0.10622348696796813,8,0.125,1,30,0,0,354901.0,0.125,0,0,0,0,0
UgwcsCirJlY2WVAccHJ4AaABAg,0.19835010102616038,0.2619783032586786,14,0.0,3,82,1,1,347709.0,0.0,0,0,0,0,0
Ugw1ic5lTDVO-CeXk0V4AaABAg,0.2177865348477086,0.282846390510263,5,0.0,1,28,0,0,345144.0,0.2,0,0,0,0,0
UgzsM8i5nlCgtMProPV4AaABAg,0.09318202943123985,0.2323287073588107,8,0.125,1,36,0,1,341134.0,0.0,0,0,0,0,0
UgxGWPSNpCUuE5qbN5B4AaABAg,0.12903249585642423,0.31515257172323335,7,0.0,1,36,0,0,336065.0,0.0,0,0,0,0,0
UgxUqQdcS9oWarhywn54AaABAg,0.3302597161831012,0.34105862488047517,18,0.0,1,99,0,0,316287.0,0.1111111111111111,0,0,0,0,0
UgwgueiWdrphJkXw-Mh4AaABAg,0.19621613901038756,0.2591624295508268,7,0.0,1,41,0,0,312043.0,0.0,0,0,0,0,0
UgytTlboiXN7XWOWZJt4AaABAg,0.17445484006925277,0.21194983650320767,8,0.125,1,48,0,0,305621.0,0.0,0,0,0,0,0
UgzrSxnou0GlFmQMlFF4AaABAg,0.1745013794060454,0.30569074147923436,6,0.0,1,34,0,0,301458.0,0.0,0,0,0,0,0
Ugy0KOk_asCF2-r0i4h4AaABAg,0.10421483334378892,0.17511874777598269,10,0.0,3,59,0,1,283098.0,0.0,0,0,0,0,0
UgwhBWh8uNJmboVol5h4AaABAg,0.15482708360645092,0.1672945092943754,7,0.0,1,41,0,0,264717.0,0.0,0,0,0,0,0
UgzO8_DrRYGOHQjsskF4AaABAg,0.15325982241509892,0.1746623553761011,6,0.0,1,32,0,0,240730.0,0.16666666666666666,0,0,0,0,0
UgzFxlUUA-vNSiTVJd54AaABAg,0.12500411247944132,0.12420859374084986,3,0.0,1,12,0,0,240297.0,0.0,0,0,0,0,0
UgwIZw3jNLWet0XYCIV4AaABAg,0.07004975574407885,0.11390793830608509,3,0.0,1,19,0,0,222924.0,0.0,0,0,0,0,0
Ugx1SnIKUMD5RVGyrgh4AaABAg,0.1403471933288061,0.1494044432196981,33,0.6363636363636364,6,214,13,0,219283.0,0.18181818181818182,0,0,0,0,1
UgwLWl2weOzcpPo6jQd4AaABAg,0.25902671155815044,0.3088610989342879,13,0.0,3,82,0,1,218066.0,0.0,0,0,0,0,0
Ugz_0pu-FNqovqUJ77d4AaABAg,0.20931986529162147,0.27505519319216354,7,0.0,1,36,0,1,214619.0,0.0,0,0,0,0,0
UgydeMJawqpgo7IDfDd4AaABAg,0.22954783007015805,0.25109300651329497,9,0.11111111111111116,1,42,0,0,186917.0,0.0,0,0,0,0,0
Ugx4dkGqvBNgO-w66w14AaABAg,0.13050303295484234,0.1086658534186711,7,0.0,2,44,0,1,186119.0,0.0,0,0,0,0,0
UgxE2hreGP9nIRE5wBt4AaABAg,0.22912364527373608,0.2919701336325886,34,0.1470588235294118,7,172,0,1,185676.0,0.029411764705882353,0,0,0,0,0
Ugz1rjQF0uueVm58n-d4AaABAg,0.16916195606167583,0.28144370011769504,6,0.0,1,36,0,1,182002.0,0.0,0,0,0,0,0
UgxMR2ScDUt3nzs81r54AaABAg,0.2550980466546133,0.2581024341457728,11,0.0,1,63,0,0,180228.0,0.0,0,0,0,0,0
Ugy8eO0yp8k9tWtG17Z4AaABAg,0.17608787264110218,0.26709314781822974,6,0.16666666666666663,1,30,0,0,178765.0,0.16666666666666666,0,0,0,0,0
Ugyx2sbZ7br7TWAnYgx4AaABAg,0.28754500068078126,0.3266020083383937,10,0.0,2,64,0,1,177681.0,0.1,0,0,0,0,0
Ugzfd6LhZYMnHcFAC_R4AaABAg,0.12946564668860855,0.17425393069211542,7,0.1428571428571429,2,29,0,0,176340.0,0.0,0,0,0,0,0
Ugx0Fp9ffgWb8oFNWF14AaABAg,0.2402888110202996,0.33444939437619087,7,0.0,1,40,0,1,176077.0,0.0,0,0,0,0,0
UgzV_ZxnTXgwXbS4APN4AaABAg,0.36853297528677215,0.38169003586989403,31,0.12903225806451613,2,217,7,1,172127.0,0.22580645161290322,0,0,0,0,1
UgwTgiYYTm7RKOCX1jZ4AaABAg,0.18206488680649827,0.28946745303118626,7,0.0,1,39,0,0,150544.0,0.14285714285714285,0,0,0,0,0
UgxpWfLNDw6P4wUnAcZ4AaABAg,0.0829138524525673,0.09883316794408725,5,0.0,2,22,0,1,144029.0,0.0,0,0,0,0.0,0
UgzbcFJE55xF8u_KCj94AaABAg,0.14520889439801338,0.1818789030338197,2,0.0,1,12,0,0,143706.0,0.0,0,0,0,0.0,0
Ugw5CAmeJvyK9W3Kn2d4AaABAg,0.16203070129749472,0.16576473492172417,11,0.18181818181818177,1,55,0,0,137048.0,0.0,0,0,0,0,0
UgzKJxFBhGywIfS6LT14AaABAg,0.10560064422926192,0.22870329807531734,9,0.0,3,52,0,1,132132.0,0.0,0,0,0,0,0
Ugx1a5--NwhGsxmMuzF4AaABAg,0.02816502695940792,0.25022902908706524,4,0.25,2,15,0,1,130729.0,0.0,0,0,0,0,0
UgykxOrgx0wGI64n8uN4AaABAg,0.2801037528367623,0.3070224586566403,15,0.0,1,81,0,0,130032.0,0.2,0,0,0,0,0
Ugy9RSXiswr6n6U1viZ4AaABAg,0.14775696792526527,0.1994950060372768,4,0.0,1,21,0,0,122427.0,0.0,0,0,0,0,0
UgyYBwJKzYOa6MZyW014AaABAg,0.09619669352417805,0.11101790772428972,3,0.0,1,16,0,1,119155.0,0.0,0,0,0,0,0
Ugwdej0VvQS3Q-XssrF4AaABAg,0.1553986779317078,0.12017071428735349,10,0.0,2,44,0,0,116085.0,0.0,0,0,0,0,0
UgzQ2Z5dZFjjnFVz2QN4AaABAg,0.14451245316176925,0.14982615554616796,10,0.0,1,62,0,0,114645.0,0.0,0,0,0,0,0
UgzNBOP3-2ufLcIniP94AaABAg,0.1568849181480626,0.24788638397249121,7,0.0,1,30,0,0,112903.0,0.2857142857142857,0,0,0,0,0
Ugz8G_4Hcj6I3B8VM5N4AaABAg,0.23122514972217553,0.22182570253986345,5,0.0,1,25,0,0,106197.0,0.2,0,0,0,0,0
UgxK7VLJgOHovvmpDCl4AaABAg,0.18005439200956153,0.16017842016758493,4,0.0,1,20,0,0,104644.0,0.0,0,0,0,0,0
UgzCOWQJo31eDK4ikY94AaABAg,0.21767969996957776,0.2590124900096655,10,0.0,1,60,0,0,102819.0,0.3,0,0,0,0,1
UgwI9A1b8YzOyZzDY4R4AaABAg,0.27175660869075235,0.23700136428547033,6,0.0,1,31,0,0,101452.0,0.0,0,0,0,0,0
UgxRlCM7OjE5MZBUyat4AaABAg,0.2128986595900535,0.2611933141616037,7,0.0,1,40,1,0,100928.0,0.0,0,0,0,0,0
UgxrdruwhBTCcGWE2O94AaABAg,0.12278698924359727,0.23397924344071722,3,0.0,1,18,0,0,100636.0,0.0,0,0,0,0,0
UgywBYHq4N6PPmUWMPp4AaABAg,0.08046862410364174,0.1605572221557927,8,0.0,1,39,0,0,98467.0,0.0,0,0,0,0,0
UgwMPNN02ncjcf0LXQp4AaABAg,0.05733875916545579,0.13249406132037753,3,0.0,1,16,3,0,96648.0,0.0,0,0,0,0,0
UgxWTwVhuY7EZDJqdJx4AaABAg,0.17668575117707436,0.18897500456535882,4,0.0,1,27,1,0,93263.0,0.0,0,0,0,0,0
UgwPdygh4-9FxRdP-iR4AaABAg,0.04096418515072024,0.10249773575497143,5,0.0,1,16,1,0,92764.0,0.0,0,0,0,0,0
UgwDBF6o1sv_Z3YmZtt4AaABAg,0.26697043306158097,0.349154304632918,10,0.0,1,62,0,0,92118.0,0.0,0,0,0,0,0
Ugy5utf2tK-KQ1EAH6F4AaABAg,0.2747526334355389,0.18689031396189068,16,0.0,2,87,0,0,89126.0,0.0625,0,0,0,0,0
UgyNVFmWlPR5WD4I-Rt4AaABAg,0.2464206774617123,0.3889882255653385,7,0.0,1,34,0,0,89050.0,0.0,0,0,0,0,0
UgzhszqsR_bAhriN9zx4AaABAg,0.011463799132785352,0.17850477499854372,2,0.0,1,8,0,0,88555.0,0.0,0,0,0,0,0
Ugy5JaAcdTaIVJgZblV4AaABAg,0.09266773807228107,0.3442673959893373,4,0.0,1,17,0,0,88288.0,0.0,0,0,0,0,0
UgxdRtRU6Kvm_6PmfeZ4AaABAg,0.04127676471884321,0.16045176510663184,2,0.0,1,8,0,0,86928.0,0.0,0,0,0,0,0
UgzOd9g9GyrIupTdPgt4AaABAg,0.1347569200127056,0.14626805322376815,8,0.0,1,52,4,0,85538.0,0.25,1,1,0,0,1
UgztbvvqYw67Ltm4S_R4AaABAg,0.12633859171753742,0.24759980127864986,4,0.0,1,22,0,0,85330.0,0.0,0,0,0,0,0
UgzcFAiVLYYUeQp8idx4AaABAg,0.2819951600865013,0.29275933894984635,4,0.0,1,27,0,0,60678.0,0.0,0,0,0,0,0
Ugzg1mzpe66p_yri7DV4AaABAg,0.14824495103233157,0.22073804480958878,7,0.1428571428571429,1,37,0,0,44384.0,0.0,0,0,0,0,0
Ugy4fz70v40WPLXgUTp4AaABAg,0.3448379690895432,0.37398152183525085,22,0.09090909090909094,3,113,6,1,43803.0,0.18181818181818182,0,0,0,0,0
Ugx_Ajv6f2ZB4k7No894AaABAg,0.12488674079865446,0.11797225767856313,7,0.0,1,46,4,0,41437.0,0.0,1,1,0,0,1
Ugz6iOe3XvfGJ3X8-1Z4AaABAg,0.12967228851504028,0.1453024615687585,4,0.0,1,15,0,1,30527.0,0.25,0,0,0,0,0
UgzYTK6qP9OW-UzAQvh4AaABAg,0.09936546837214011,0.16000367988996,5,0.0,1,25,0,0,16083.0,0.0,0,0,0,0,0
Ugz6-BhxRqbqfddUE6p4AaABAg,0.10099639634860515,0.17832776742539175,7,0.0,1,44,0,0,16043.0,0.0,0,0,0,0,0
UgyaxLM2qEO6XAdWjW54AaABAg,0.2332667296995781,0.269681199225654,14,0.0714285714285714,2,84,0,0,11846.0,0.0,0,0,0,0,0
UgwpSwLIXsedYWfqM4N4AaABAg,0.17767551669966075,0.22518454278898864,12,0.08333333333333337,2,58,1,1,8615.0,0.08333333333333333,0,0,0,0,0
UgzAkHic7A0evORwMN94AaABAg,0.15785210741170363,0.1695856219404587,7,0.0,1,35,2,0,7940.0,0.0,0,0,0,0,0
Ugza1FBh3BblUTs5DK94AaABAg,0.2485253983136866,0.29744086195795977,5,0.0,1,34,0,0,6934.0,0.0,0,0,0,0,0
UgxUmzLpFnoPh9BDk_h4AaABAg,0.2083655530091109,0.2669515183451718,7,0.0,1,44,0,0,6686.0,0.0,0,0,0,0,0
UgwNCeXCjYgv0HdDvVJ4AaABAg,0.07257556726120838,0.2590382577816497,3,0.0,1,16,0,0,5936.0,0.0,0,0,0,0,0
UgyrJpFOeY8Ac287omR4AaABAg,0.14595002942156776,0.14535724586833576,4,0.0,2,24,0,1,4740.0,0.0,0,0,0,0,0
UgzqY24QAcVEupwjYWd4AaABAg,0.04629394822456004,0.0804519064865686,2,0.0,1,12,0,1,4134.0,0.0,0,0,0,0,0
UgyNRBi6D3RbGp0oFTp4AaABAg,0.16964020570294291,0.17133414927416696,8,0.0,1,38,0,0,4012.0,0.125,0,0,0,0,0
UgwaLMuNbGxqEPhJiPR4AaABAg,0.044765900106648604,0.14866462402737732,5,0.0,1,16,0,0,3692.0,0.0,0,0,0,0,0
UgxDQ4pCfstEh4OxlMx4AaABAg,0.1409807053462978,0.1065826230546211,5,0.0,1,39,0,1,3586.0,0.0,0,0,0,0.0,0
UgzJhSwWhEJrLcqz8qV4AaABAg,0.06518742314736277,0.16700117001914516,6,0.16666666666666663,1,29,0,0,3421.0,0.0,0,0,0,0.0,0
UgzaR9eGtjVfToY_QN54AaABAg,0.12289969605245156,0.11119675800669904,3,0.0,1,25,0,0,2547.0,0.0,0,0,0,0,0
UgysJ0ujmkrxDEPX6qN4AaABAg,0.11913510043737471,0.10013763026869735,6,0.0,1,28,0,1,2497.0,0.0,0,0,0,0,0
UgwJIJuS-N1HZm0Fvn94AaABAg,0.06929731098845068,0.28838393485380415,4,0.0,1,15,1,0,2482.0,0.0,0,0,0,0,0
UgxnO3nFhQfJBeEYnwB4AaABAg,0.15874498846469198,0.1528227397679843,3,0.0,1,24,0,0,2395.0,0.0,0,0,0,0,0
Ugxq3R_JY-A_6rjU8_54AaABAg,0.3112652758800344,0.38469542703478626,11,0.0,2,58,0,0,2067.0,0.09090909090909091,0,0,0,0,0
Ugznm3vIzUGFM1jnaRp4AaABAg,0.04899373458205315,0.08673304967332042,3,0.0,1,19,0,0,1927.0,0.0,0,0,0,0,0
UgwrnDPURO3Fmubkc-x4AaABAg,0.08543549988202366,0.18247148015131862,3,0.0,1,16,0,0,1552.0,0.0,0,0,0,0,0
